Customer_id,Children,Age,Income,Marital,Gender,PaymentMethod,Tenure,MonthlyCharge,Bandwidth_GB_Year,Churn
L341859,3,22,71998,Married,Male,Electronic Check,8,230,1512,Yes
K561985,4,46,30783,Never Married,Male,Credit Card (automatic),5,197,1418,No
C923364,4,44,29560,Never Married,Male,Electronic Check,4,268,1174,Yes
B981530,1,19,13233,Separated,Female,Mailed Check,13,205,1555,Yes
U138054,6,74,60135,Divorced,Male,Credit Card (automatic),5,205,1026,Yes
V398451,1,86,16550,Divorced,Male,Credit Card (automatic),1,115,252,No
R69161,4,85,13598,Divorced,Male,Electronic Check,6,195,935,Yes
G584592,1,42,68444,Divorced,Female,Bank Transfer(automatic),21,188,2617,Yes
N439567,1,81,33013,Never Married,Male,Credit Card (automatic),15,132,1922,No
A41212,8,37,19185,Never Married,Female,Mailed Check,9,147,1181,No
S264134,8,62,18847,Separated,Male,Credit Card (automatic),10,190,1596,Yes
K669307,8,85,25231,Widowed,Female,Credit Card (automatic),4,198,978,Yes
T933057,0,31,28814,Never Married,Female,Mailed Check,28,137,2946,No
W218282,3,27,49497,Married,Male,Credit Card (automatic),5,170,865,No
N819135,3,74,5987,Never Married,Female,Electronic Check,8,142,1475,No
D287693,0,62,17265,Divorced,Male,Credit Card (automatic),15,105,1655,No
F515835,2,48,68470,Widowed,Female,Electronic Check,15,185,1990,No
V655125,8,73,19002,Divorced,Male,Electronic Check,11,163,1473,No
C501301,1,66,13900,Married,Male,Bank Transfer(automatic),12,140,1559,No
X664232,6,69,44878,Married,Female,Electronic Check,14,127,1835,No
L493737,2,40,57183,Widowed,Male,Bank Transfer(automatic),1,160,511,No
S109814,4,42,90903,Divorced,Female,Credit Card (automatic),2,142,754,Yes
V79432,1,75,93343,Divorced,Female,Mailed Check,7,170,826,Yes
X534508,2,69,13626,Widowed,Male,Electronic Check,16,152,2132,Yes
Z888916,2,33,19030,Widowed,Male,Electronic Check,9,157,1062,No
U699997,0,87,22021,Separated,Male,Electronic Check,3,195,511,Yes
L544824,0,57,20611,Widowed,Male,Electronic Check,11,180,1208,No
G175682,4,56,49150,Widowed,Male,Electronic Check,5,215,1020,No
Q790953,1,55,68623,Divorced,Female,Electronic Check,9,130,1427,No
K307153,0,28,32465,Married,Male,Bank Transfer(automatic),13,255,1792,Yes
I761104,0,64,100861,Never Married,Female,Electronic Check,21,155,2558,Yes
A128723,3,40,3451,Widowed,Female,Credit Card (automatic),5,137,761,No
A597531,2,82,49527,Divorced,Male,Electronic Check,5,230,972,Yes
I140648,0,22,85180,Divorced,Female,Mailed Check,17,107,1770,No
K547307,1,22,12211,Divorced,Male,Electronic Check,2,105,562,No
K498495,1,56,121668,Separated,Female,Bank Transfer(automatic),5,195,801,No
H982084,4,50,16586,Divorced,Male,Mailed Check,9,162,1686,Yes
L521189,2,40,32525,Never Married,Male,Bank Transfer(automatic),8,207,1300,Yes
U961945,2,41,74250,Married,Male,Electronic Check,3,185,1178,Yes
M968197,2,52,81483,Married,Male,Mailed Check,5,140,843,No
T266402,0,53,26092,Separated,Male,Bank Transfer(automatic),9,115,979,No
A219935,2,64,101629,Married,Male,Bank Transfer(automatic),3,185,718,Yes
T970991,0,50,60781,Married,Female,Bank Transfer(automatic),4,155,1192,Yes
B166979,3,67,5831,Divorced,Female,Bank Transfer(automatic),11,195,1265,No
Q878659,1,89,16991,Divorced,Male,Electronic Check,33,258,3344,No
N655882,0,63,88741,Married,Female,Credit Card (automatic),4,127,479,No
Q164590,1,77,85486,Never Married,Female,Bank Transfer(automatic),7,202,805,No
R665506,8,25,73795,Never Married,Female,Electronic Check,8,125,965,No
G255435,6,52,15278,Separated,Female,Mailed Check,6,197,1118,No
V490167,9,75,54270,Married,Female,Bank Transfer(automatic),13,95,1425,No
S658357,2,38,30024,Separated,Male,Bank Transfer(automatic),9,102,1004,No
B368498,9,24,42008,Divorced,Male,Credit Card (automatic),7,120,1622,Yes
G34233,3,20,56427,Divorced,Male,Mailed Check,8,162,1690,Yes
W59976,0,26,48131,Married,Female,Mailed Check,8,202,1081,Yes
P495171,3,54,32869,Never Married,Female,Bank Transfer(automatic),20,157,1826,No
Y363030,3,47,34639,Separated,Male,Electronic Check,8,208,1227,Yes
R602344,0,75,11611,Separated,Male,Mailed Check,2,223,769,Yes
M520773,0,25,6229,Divorced,Female,Electronic Check,2,175,1059,Yes
A988584,0,50,12501,Separated,Female,Electronic Check,7,253,1122,Yes
B481474,9,58,34405,Divorced,Male,Credit Card (automatic),23,200,3174,No
P123935,9,31,55521,Separated,Female,Bank Transfer(automatic),2,243,1110,Yes
S571016,2,74,26827,Widowed,Male,Bank Transfer(automatic),13,223,1765,Yes
R734009,0,31,87148,Never Married,Male,Bank Transfer(automatic),4,205,880,Yes
C202913,7,78,17668,Divorced,Male,Mailed Check,25,253,2865,Yes
S350570,3,70,63933,Separated,Male,Mailed Check,11,162,1294,Yes
Q823836,0,62,68509,Married,Female,Mailed Check,13,140,1639,Yes
T311555,0,68,45531,Divorced,Female,Credit Card (automatic),6,127,918,No
B968082,1,53,7162,Separated,Female,Electronic Check,12,112,992,No
V750673,1,42,62969,Never Married,Female,Mailed Check,7,187,1483,No
K604598,0,37,13383,Widowed,Male,Mailed Check,9,188,1266,No
J600512,3,48,60325,Never Married,Female,Electronic Check,3,223,1316,Yes
W937828,8,19,166553,Widowed,Female,Electronic Check,5,142,1368,Yes
G916269,0,65,41624,Divorced,Female,Credit Card (automatic),9,127,890,Yes
Z521040,3,77,58974,Widowed,Female,Bank Transfer(automatic),2,208,628,Yes
T165331,3,36,84406,Widowed,Male,Bank Transfer(automatic),9,92,984,No
Z383963,4,67,72367,Married,Female,Electronic Check,17,160,2100,No
H99919,2,82,15293,Divorced,Female,Electronic Check,6,127,702,No
O159725,0,23,26494,Divorced,Female,Electronic Check,2,172,588,No
D117185,0,68,55557,Never Married,Male,Credit Card (automatic),10,245,1859,Yes
Q520116,3,27,44173,Widowed,Male,Credit Card (automatic),4,147,734,No
Z500180,0,61,59861,Divorced,Male,Bank Transfer(automatic),11,105,1417,No
D506699,2,25,20638,Separated,Male,Bank Transfer(automatic),8,165,1593,Yes
A49320,1,82,58077,Married,Male,Credit Card (automatic),16,115,1449,No
K351100,3,29,14541,Separated,Male,Bank Transfer(automatic),12,200,2105,No
B755053,3,87,28666,Married,Female,Credit Card (automatic),11,235,1480,Yes
G355289,1,38,24486,Widowed,Male,Credit Card (automatic),4,235,1079,Yes
O683991,5,57,25220,Widowed,Male,Credit Card (automatic),6,155,1407,No
I495492,2,37,10204,Separated,Female,Mailed Check,15,130,2008,No
N126788,1,35,139475,Separated,Female,Mailed Check,6,208,1132,No
Q317026,1,76,65783,Widowed,Male,Electronic Check,5,243,1466,Yes
J902837,9,21,29974,Widowed,Female,Mailed Check,12,223,1967,No
Q358582,3,21,50562,Widowed,Male,Electronic Check,4,152,1290,Yes
C219042,1,36,18070,Divorced,Female,Mailed Check,26,152,2957,No
H994676,0,84,26944,Never Married,Male,Mailed Check,3,288,925,Yes
B547610,0,33,72505,Never Married,Male,Electronic Check,9,220,1306,Yes
F991691,0,51,78194,Widowed,Female,Bank Transfer(automatic),4,130,928,Yes
O35903,7,33,16860,Separated,Male,Electronic Check,2,140,788,No
S959998,1,80,5864,Never Married,Female,Electronic Check,10,127,1306,No
P754286,3,76,42999,Separated,Male,Credit Card (automatic),6,145,617,No
U88099,1,47,93138,Widowed,Male,Mailed Check,8,150,1139,No
T591964,1,52,15534,Divorced,Female,Electronic Check,14,182,1532,No
Z493920,2,42,67377,Divorced,Female,Mailed Check,8,180,959,No
V855299,4,62,57504,Never Married,Female,Electronic Check,3,160,578,No
Y275063,3,76,189938,Widowed,Female,Electronic Check,7,160,799,Yes
N229807,3,55,64821,Married,Female,Mailed Check,3,198,889,Yes
B50784,1,81,25833,Widowed,Male,Electronic Check,10,170,1044,Yes
N289327,7,78,16720,Divorced,Female,Bank Transfer(automatic),3,265,1024,Yes
O575007,3,42,116397,Never Married,Male,Bank Transfer(automatic),13,207,1680,No
A948817,0,34,64868,Widowed,Female,Electronic Check,3,117,777,No
Z208862,2,30,22228,Separated,Female,Bank Transfer(automatic),1,160,902,Yes
O958151,2,52,77013,Married,Female,Mailed Check,16,185,2215,Yes
O376769,0,70,30328,Divorced,Male,Credit Card (automatic),6,147,630,No
C30714,1,38,39125,Separated,Male,Electronic Check,17,140,2224,No
V646556,5,35,13991,Widowed,Female,Electronic Check,18,80,1683,No
N355645,3,48,13424,Widowed,Female,Electronic Check,26,172,2960,Yes
Z831967,1,40,23263,Separated,Male,Bank Transfer(automatic),5,150,798,No
Y968895,2,77,49706,Separated,Male,Credit Card (automatic),6,170,801,Yes
V630948,4,49,71323,Separated,Female,Credit Card (automatic),2,208,773,No
C838302,2,52,42762,Separated,Female,Bank Transfer(automatic),2,195,499,No
G794930,0,25,73572,Separated,Female,Mailed Check,7,200,1281,Yes
A00088,5,46,28900,Widowed,Male,Bank Transfer(automatic),11,147,1326,No
N64740,0,61,12262,Separated,Female,Credit Card (automatic),33,150,2960,No
H77300,0,71,21896,Never Married,Male,Bank Transfer(automatic),2,172,411,No
N974061,0,43,36114,Never Married,Female,Electronic Check,14,213,1891,Yes
X145098,0,52,16376,Divorced,Female,Mailed Check,6,133,875,No
M626631,1,50,27505,Married,Female,Electronic Check,2,140,520,Yes
R264112,1,22,129474,Divorced,Male,Mailed Check,22,233,2555,Yes
Y297197,1,52,7019,Separated,Male,Mailed Check,2,150,459,No
D86641,1,50,41192,Divorced,Male,Electronic Check,5,227,896,Yes
L779304,3,52,19840,Married,Female,Electronic Check,5,130,1114,No
I109477,3,81,40129,Separated,Male,Bank Transfer(automatic),14,188,2035,Yes
V607093,1,59,43660,Never Married,Female,Electronic Check,2,185,1029,Yes
M545168,5,30,29715,Never Married,Male,Bank Transfer(automatic),2,195,1291,No
U875156,0,36,42046,Married,Male,Mailed Check,3,162,609,No
D766594,8,31,12266,Divorced,Male,Mailed Check,22,170,2470,No
B770701,0,62,81116,Divorced,Female,Mailed Check,7,160,733,No
D791037,3,29,53937,Widowed,Male,Credit Card (automatic),20,195,2592,No
P810146,6,72,43188,Separated,Male,Electronic Check,7,162,1380,Yes
C542651,4,57,52231,Married,Female,Credit Card (automatic),8,172,1448,Yes
P290956,3,59,56176,Separated,Female,Mailed Check,10,127,1463,No
M07233,2,32,34304,Widowed,Male,Electronic Check,11,182,1326,No
M392798,1,26,20770,Widowed,Male,Bank Transfer(automatic),15,130,2116,No
T08967,2,36,21303,Divorced,Male,Electronic Check,15,160,2095,No
B440428,3,36,34235,Never Married,Male,Electronic Check,15,92,1852,No
H466889,1,71,6909,Divorced,Female,Electronic Check,9,185,1451,Yes
B607212,3,21,56189,Never Married,Male,Mailed Check,14,227,1842,No
Q155887,0,51,1779,Widowed,Female,Bank Transfer(automatic),17,185,1796,Yes
S28437,4,62,11608,Widowed,Male,Electronic Check,2,140,962,Yes
N132108,0,40,89377,Separated,Female,Electronic Check,1,170,373,Yes
Y761222,1,32,11098,Married,Female,Electronic Check,17,147,1736,No
D299114,2,25,104453,Married,Male,Bank Transfer(automatic),5,130,952,No
J243604,2,48,39855,Widowed,Male,Bank Transfer(automatic),4,170,705,No
H752457,1,49,47053,Divorced,Female,Bank Transfer(automatic),25,125,2198,No
M834837,1,72,55691,Never Married,Male,Mailed Check,20,152,1933,No
D948859,4,85,8436,Never Married,Female,Bank Transfer(automatic),6,150,769,No
Q957429,1,62,61970,Married,Male,Electronic Check,1,117,773,No
V684670,7,63,51518,Widowed,Male,Bank Transfer(automatic),1,172,1084,Yes
A703201,1,49,54102,Never Married,Female,Credit Card (automatic),16,167,2197,No
H557601,1,45,28468,Widowed,Female,Credit Card (automatic),4,182,635,No
Y401866,0,55,84725,Widowed,Female,Electronic Check,15,185,1653,No
V990367,3,58,31936,Divorced,Male,Bank Transfer(automatic),13,185,1552,Yes
Q675449,0,41,19461,Widowed,Female,Electronic Check,15,137,1503,No
N524138,1,47,57787,Separated,Female,Electronic Check,11,182,1251,Yes
V29948,0,41,76659,Separated,Male,Electronic Check,2,192,626,Yes
I303339,1,82,2478,Never Married,Male,Mailed Check,8,147,831,No
N527948,3,37,5290,Separated,Female,Mailed Check,15,243,2045,Yes
E920434,0,81,23157,Married,Female,Credit Card (automatic),8,105,783,No
O65325,2,38,35337,Never Married,Male,Electronic Check,3,175,1170,Yes
W615415,0,42,30928,Separated,Male,Mailed Check,5,137,638,Yes
Z662981,2,38,29211,Divorced,Male,Electronic Check,5,182,833,No
T732352,1,79,149968,Never Married,Female,Electronic Check,13,275,1744,Yes
A985093,1,71,9399,Widowed,Male,Credit Card (automatic),9,172,1076,Yes
F242347,0,79,16971,Widowed,Female,Credit Card (automatic),11,265,1537,Yes
F215060,7,59,45395,Widowed,Female,Electronic Check,13,270,2409,Yes
B182575,4,67,43487,Separated,Female,Mailed Check,7,82,696,No
P234841,3,61,26700,Separated,Male,Bank Transfer(automatic),12,115,1654,No
M723856,2,49,49082,Divorced,Male,Credit Card (automatic),2,213,1250,Yes
P68647,1,79,18071,Separated,Female,Mailed Check,5,190,863,Yes
P562122,0,19,61511,Married,Female,Mailed Check,12,150,1722,No
L700603,1,39,126678,Married,Female,Credit Card (automatic),20,195,2159,No
T20095,1,66,20455,Separated,Female,Mailed Check,7,172,993,No
W307037,1,37,24844,Married,Male,Mailed Check,19,155,2575,No
W327847,1,32,58887,Separated,Female,Electronic Check,2,265,982,Yes
W552343,0,73,57266,Married,Male,Electronic Check,21,243,2280,Yes
Q56795,3,35,26191,Never Married,Male,Bank Transfer(automatic),3,160,721,Yes
L980608,7,71,3361,Married,Female,Credit Card (automatic),17,263,2120,Yes
L243621,1,40,21019,Divorced,Female,Credit Card (automatic),13,188,2007,Yes
V154450,0,65,27148,Widowed,Male,Bank Transfer(automatic),5,182,1070,Yes
T417251,1,70,55025,Never Married,Female,Bank Transfer(automatic),9,258,1882,Yes
P628714,8,69,88400,Separated,Male,Electronic Check,2,153,1073,Yes
H266236,0,87,4465,Separated,Female,Electronic Check,11,147,985,No
T410387,1,78,13716,Divorced,Male,Mailed Check,9,175,1550,Yes
W651542,0,20,119319,Married,Female,Mailed Check,15,175,2163,No
Y169108,8,45,16905,Married,Male,Credit Card (automatic),3,197,1450,Yes
D339447,2,27,68836,Never Married,Female,Mailed Check,7,220,1671,Yes
O888437,0,27,85712,Separated,Male,Bank Transfer(automatic),1,217,756,Yes
N497781,5,55,105157,Divorced,Female,Bank Transfer(automatic),21,223,2569,No
B572947,0,44,27249,Separated,Male,Electronic Check,4,208,831,Yes
D654440,3,22,37622,Never Married,Male,Electronic Check,13,195,1614,No
C584467,2,68,23407,Widowed,Female,Mailed Check,12,170,1216,No
G351633,2,50,20655,Separated,Male,Electronic Check,2,162,1030,Yes
O236581,7,30,91962,Divorced,Female,Mailed Check,5,147,1259,Yes
R986544,2,27,17424,Never Married,Male,Bank Transfer(automatic),10,160,1583,Yes
B961572,4,44,34597,Never Married,Female,Mailed Check,7,150,1391,No
A165071,3,75,46745,Separated,Female,Credit Card (automatic),3,278,1017,Yes
G364873,1,61,5917,Married,Male,Credit Card (automatic),9,140,1068,Yes
P486988,0,63,43184,Married,Female,Credit Card (automatic),7,130,1185,No
H289305,0,21,49614,Never Married,Male,Electronic Check,3,137,911,No
S768162,0,34,17737,Never Married,Male,Electronic Check,3,160,638,No
A270578,4,25,50391,Widowed,Female,Bank Transfer(automatic),12,170,1336,No
J518748,1,63,11248,Widowed,Male,Mailed Check,9,172,1116,Yes
X913575,0,37,14828,Divorced,Male,Bank Transfer(automatic),7,162,1452,Yes
C635072,7,29,86450,Married,Male,Bank Transfer(automatic),6,112,850,No
P340852,3,69,8706,Never Married,Male,Electronic Check,18,192,1903,No
P116447,6,18,20724,Never Married,Male,Credit Card (automatic),11,172,1547,No
Q158204,4,70,40643,Never Married,Female,Bank Transfer(automatic),18,137,1760,No
P987295,4,55,16036,Separated,Female,Mailed Check,6,230,1235,Yes
G267189,1,70,27968,Never Married,Female,Electronic Check,15,182,1532,Yes
S312202,2,67,39177,Separated,Female,Bank Transfer(automatic),12,245,1692,No
Q216789,1,19,9714,Never Married,Male,Credit Card (automatic),6,223,1686,Yes
P650282,4,29,7459,Widowed,Female,Electronic Check,7,220,1378,Yes
D262797,1,61,18074,Separated,Male,Bank Transfer(automatic),21,192,2094,No
R703770,1,32,27492,Married,Male,Bank Transfer(automatic),15,160,1655,No
V386022,3,28,17932,Separated,Female,Credit Card (automatic),27,255,3452,Yes
B260496,1,84,23618,Never Married,Male,Bank Transfer(automatic),12,245,1556,Yes
B846728,0,25,14791,Married,Male,Bank Transfer(automatic),3,92,848,No
M524407,2,80,4290,Separated,Female,Electronic Check,10,182,1049,Yes
W471076,0,49,11555,Never Married,Female,Mailed Check,19,207,1985,No
Y33925,0,61,20647,Separated,Female,Electronic Check,4,162,1064,No
S322948,0,20,84655,Married,Female,Electronic Check,16,138,1552,No
J41779,0,61,43528,Widowed,Male,Mailed Check,3,182,577,Yes
M92372,4,61,31559,Married,Male,Electronic Check,7,127,872,No
S233742,3,75,5025,Never Married,Female,Mailed Check,11,160,1268,Yes
L15627,0,37,13342,Married,Male,Credit Card (automatic),10,140,1175,No
I634139,0,45,7325,Separated,Female,Mailed Check,12,140,1676,Yes
R791095,8,25,6651,Married,Female,Mailed Check,13,202,1674,No
D363707,3,88,1404,Widowed,Female,Bank Transfer(automatic),13,188,1542,Yes
Y680403,3,56,55128,Never Married,Female,Bank Transfer(automatic),7,150,1289,No
E240722,0,56,55737,Never Married,Male,Mailed Check,12,147,1198,No
Z713535,1,18,37553,Widowed,Female,Mailed Check,17,160,1862,Yes
P774909,3,88,22428,Widowed,Male,Bank Transfer(automatic),4,118,559,No
C920444,4,88,9693,Married,Female,Bank Transfer(automatic),6,235,1627,Yes
Y930252,2,39,19746,Separated,Female,Electronic Check,5,127,1062,No
I529765,3,76,47393,Never Married,Male,Credit Card (automatic),8,137,976,Yes
O241610,0,28,31655,Widowed,Male,Electronic Check,18,143,2214,No
O224103,0,64,15719,Married,Female,Mailed Check,4,172,947,Yes
A236354,0,40,102072,Married,Female,Bank Transfer(automatic),9,213,1717,Yes
V269390,0,87,124493,Divorced,Male,Electronic Check,3,172,930,Yes
T420398,1,55,40877,Widowed,Female,Bank Transfer(automatic),19,240,2065,Yes
V255943,1,21,17217,Divorced,Male,Bank Transfer(automatic),7,223,1762,No
O953662,3,67,7042,Never Married,Female,Bank Transfer(automatic),4,130,1037,No
K549862,1,71,15666,Never Married,Male,Credit Card (automatic),15,150,1883,No
J77625,0,63,48168,Widowed,Male,Mailed Check,5,142,1163,Yes
X10747,1,19,3380,Never Married,Male,Electronic Check,22,243,2617,Yes
E881508,3,41,43887,Separated,Male,Electronic Check,5,95,796,No
E548977,3,24,28683,Widowed,Male,Electronic Check,10,145,1152,No
H553856,0,77,111143,Never Married,Male,Credit Card (automatic),5,240,905,Yes
C312446,0,65,42740,Married,Male,Mailed Check,17,180,1671,No
Z980836,1,42,22987,Divorced,Male,Electronic Check,5,162,1296,No
T844317,3,43,35590,Widowed,Female,Mailed Check,2,115,468,No
C230057,0,61,28964,Separated,Male,Credit Card (automatic),25,137,2246,No
C910043,2,27,12212,Never Married,Male,Electronic Check,2,172,628,No
I950899,0,76,82481,Married,Female,Electronic Check,7,137,646,No
Z228384,1,86,59196,Widowed,Female,Electronic Check,4,127,413,Yes
P854121,0,77,25860,Divorced,Female,Credit Card (automatic),10,137,1029,Yes
A652407,3,44,13836,Never Married,Male,Credit Card (automatic),6,105,1071,No
G132105,3,22,91563,Divorced,Female,Bank Transfer(automatic),3,127,970,No
X868309,4,67,61117,Married,Female,Electronic Check,11,127,1090,No
V316726,3,58,14657,Widowed,Female,Mailed Check,10,127,1472,No
Q816736,2,48,81945,Widowed,Female,Electronic Check,6,192,796,No
B866841,7,85,47066,Widowed,Male,Bank Transfer(automatic),20,127,1973,No
R199135,2,83,17787,Married,Male,Credit Card (automatic),13,147,1226,No
K426407,1,34,22448,Married,Female,Bank Transfer(automatic),4,182,759,Yes
D299357,1,52,37439,Separated,Female,Credit Card (automatic),2,178,754,Yes
A176270,0,69,18370,Widowed,Female,Credit Card (automatic),6,140,1061,Yes
Z598688,1,32,11092,Separated,Female,Credit Card (automatic),4,115,561,Yes
V62176,0,53,45396,Divorced,Female,Electronic Check,18,173,1751,No
F782647,2,83,125289,Separated,Female,Bank Transfer(automatic),2,172,364,Yes
P998280,4,88,47793,Never Married,Male,Electronic Check,3,182,537,Yes
P196891,0,77,70094,Married,Female,Mailed Check,5,92,741,No
M963240,1,82,43447,Separated,Female,Bank Transfer(automatic),11,220,1386,No
X292850,3,23,21308,Widowed,Male,Bank Transfer(automatic),11,115,1629,No
C551592,0,79,12547,Separated,Male,Bank Transfer(automatic),9,185,1431,Yes
P740173,3,67,29319,Widowed,Male,Bank Transfer(automatic),5,153,886,Yes
W828242,3,26,25503,Divorced,Male,Bank Transfer(automatic),6,125,1194,Yes
T491190,1,31,88982,Separated,Female,Electronic Check,19,150,1972,No
M881363,5,78,41522,Divorced,Female,Bank Transfer(automatic),7,125,784,Yes
S184861,0,78,939,Divorced,Male,Mailed Check,11,182,1198,Yes
Y147990,2,58,51756,Never Married,Female,Electronic Check,7,125,1117,No
O816378,7,39,23043,Married,Female,Mailed Check,5,125,666,No
T452383,3,36,98147,Separated,Female,Bank Transfer(automatic),25,105,2335,No
K71802,1,22,58007,Widowed,Female,Electronic Check,10,115,1062,No
J318999,1,40,17276,Never Married,Female,Credit Card (automatic),2,130,950,Yes
A212257,4,32,44107,Never Married,Male,Mailed Check,14,125,1869,No
F768518,0,82,29557,Never Married,Female,Bank Transfer(automatic),9,170,878,No
T227733,4,64,52639,Widowed,Male,Mailed Check,2,233,950,Yes
Q908465,0,22,26999,Widowed,Male,Credit Card (automatic),26,140,2617,No
Q253167,2,59,11110,Married,Male,Electronic Check,8,208,1224,No
I685390,3,79,86061,Separated,Male,Bank Transfer(automatic),12,223,2102,Yes
P02180,0,41,60646,Never Married,Male,Electronic Check,5,152,829,No
L460395,0,50,7826,Widowed,Male,Mailed Check,3,198,720,Yes
U936716,3,27,49627,Separated,Male,Credit Card (automatic),9,175,1754,Yes
X342195,3,44,62384,Widowed,Male,Bank Transfer(automatic),6,170,875,No
C37461,3,82,52313,Married,Male,Mailed Check,7,240,1156,Yes
B47880,0,76,32126,Divorced,Male,Bank Transfer(automatic),3,170,511,No
E249601,0,73,50731,Separated,Female,Mailed Check,3,182,422,No
X171579,4,69,24641,Separated,Male,Mailed Check,7,182,1001,Yes
H18222,4,24,29304,Widowed,Male,Bank Transfer(automatic),6,175,1564,No
I117884,3,83,12712,Divorced,Male,Mailed Check,6,197,1468,Yes
M669725,0,36,28799,Separated,Male,Credit Card (automatic),23,162,2772,Yes
O08300,3,39,100585,Married,Male,Electronic Check,4,137,1028,No
R999401,2,53,68698,Never Married,Male,Credit Card (automatic),3,200,1255,Yes
V968708,1,75,24385,Separated,Male,Electronic Check,2,255,847,Yes
C552632,0,41,77706,Divorced,Female,Mailed Check,23,265,2560,Yes
A536604,3,61,26393,Widowed,Male,Credit Card (automatic),16,240,1955,No
N326868,0,45,26053,Divorced,Male,Mailed Check,14,205,1571,Yes
W238332,1,82,28424,Divorced,Female,Mailed Check,5,132,1109,No
J126163,2,87,3168,Divorced,Female,Mailed Check,5,170,568,No
W961591,2,54,36822,Married,Female,Electronic Check,1,200,791,Yes
F113880,8,20,2246,Never Married,Male,Bank Transfer(automatic),8,165,1895,Yes
T297716,2,49,46328,Divorced,Female,Bank Transfer(automatic),3,137,867,Yes
J907732,1,53,35207,Separated,Female,Mailed Check,19,208,2070,Yes
D48608,0,75,47916,Widowed,Female,Credit Card (automatic),1,120,697,No
E599152,3,57,11121,Widowed,Male,Electronic Check,4,268,1572,Yes
X669555,0,67,39150,Divorced,Male,Bank Transfer(automatic),5,125,499,No
K925596,1,68,12115,Married,Female,Mailed Check,12,140,1581,No
C954172,0,85,107571,Never Married,Female,Bank Transfer(automatic),1,235,990,Yes
L402645,0,50,25599,Never Married,Male,Electronic Check,1,185,910,Yes
Z808035,2,41,25224,Married,Male,Electronic Check,10,240,1369,Yes
F239052,4,60,31575,Separated,Female,Electronic Check,4,185,1187,Yes
K112541,0,89,33406,Divorced,Female,Credit Card (automatic),9,165,1392,Yes
P651891,0,80,12156,Married,Female,Mailed Check,8,150,775,No
F705714,2,60,25939,Divorced,Female,Electronic Check,12,150,1209,Yes
A629515,0,72,18774,Separated,Female,Mailed Check,6,195,1202,Yes
U811590,1,23,55242,Divorced,Male,Mailed Check,6,175,974,No
W136734,0,40,24810,Married,Female,Mailed Check,15,165,1670,No
I134073,0,30,39035,Married,Male,Electronic Check,2,150,562,No
V996819,0,24,38136,Divorced,Female,Electronic Check,8,175,1187,Yes
J963716,6,30,31817,Divorced,Female,Electronic Check,2,150,577,No
L89789,6,21,5853,Widowed,Female,Mailed Check,4,95,645,No
F329263,0,76,48206,Never Married,Female,Electronic Check,4,205,701,Yes
Y32102,2,56,54716,Divorced,Female,Mailed Check,17,233,2025,Yes
Y13900,3,33,41131,Separated,Female,Electronic Check,15,175,1807,Yes
O454686,3,25,12589,Divorced,Male,Electronic Check,5,130,992,No
N151673,1,83,10048,Never Married,Female,Bank Transfer(automatic),4,152,506,No
E564911,2,34,37253,Divorced,Female,Bank Transfer(automatic),14,180,1528,No
M06058,3,39,8331,Never Married,Female,Mailed Check,19,288,2426,Yes
K332381,7,80,60909,Widowed,Male,Credit Card (automatic),3,180,722,Yes
G987231,8,41,12021,Widowed,Female,Mailed Check,9,115,1110,Yes
K01322,1,62,55802,Divorced,Female,Mailed Check,11,130,1538,Yes
S504552,0,57,36058,Widowed,Female,Bank Transfer(automatic),9,180,903,No
R59213,0,69,86274,Separated,Male,Electronic Check,4,243,925,Yes
W893166,1,26,33554,Separated,Male,Electronic Check,10,175,1775,Yes
F474662,0,59,31150,Married,Male,Electronic Check,13,180,1373,No
H714912,0,83,56533,Married,Male,Credit Card (automatic),15,127,1331,No
K189332,0,54,47992,Widowed,Female,Mailed Check,4,185,1133,Yes
F172554,0,49,21153,Divorced,Female,Electronic Check,11,162,1620,No
H113239,1,43,50674,Never Married,Male,Electronic Check,8,137,1058,No
Y767080,0,40,16321,Widowed,Male,Bank Transfer(automatic),5,182,832,Yes
K696568,2,56,16374,Separated,Male,Credit Card (automatic),5,150,760,No
M925867,1,82,17778,Divorced,Female,Credit Card (automatic),6,165,884,No
J522256,4,75,9479,Separated,Female,Electronic Check,9,147,960,No
B417357,0,22,86020,Separated,Female,Bank Transfer(automatic),4,185,1193,Yes
U200056,0,52,8122,Married,Male,Electronic Check,17,170,1708,No
G472732,0,19,19211,Divorced,Female,Credit Card (automatic),2,172,1015,Yes
B39992,3,55,29711,Widowed,Female,Bank Transfer(automatic),2,162,957,Yes
U576649,1,77,9954,Separated,Male,Electronic Check,12,162,1796,Yes
B424726,0,56,258901,Divorced,Male,Credit Card (automatic),9,233,1297,No
E522960,4,25,105969,Divorced,Male,Electronic Check,4,180,788,Yes
N229523,0,46,25227,Separated,Female,Credit Card (automatic),19,200,2521,Yes
H268652,1,80,60867,Separated,Female,Credit Card (automatic),9,215,997,Yes
C956479,0,70,70716,Never Married,Female,Mailed Check,14,160,1742,No
H645568,2,71,115682,Widowed,Male,Bank Transfer(automatic),1,128,396,No
U219545,3,59,41303,Divorced,Female,Electronic Check,6,235,1198,Yes
A233218,8,76,15610,Separated,Female,Mailed Check,24,150,2389,No
N02391,2,70,6120,Divorced,Female,Bank Transfer(automatic),1,105,295,Yes
Q453288,2,32,56608,Married,Female,Bank Transfer(automatic),21,115,1945,No
